"entity_id","name","entity_type","country","commitment","area","density","GDP","budget","population","iso"
229,"Bevagna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,799","ITA"
230,"Biccari","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,887","ITA"
231,"Bisaccia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,044","ITA"
233,"Bisegna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"248","ITA"
234,"Bisenti","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,205","ITA"
235,"Bisignano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,307","ITA"
236,"Bognanco","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"245","ITA"
237,"Bojano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,204","ITA"
238,"Bolano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,391","ITA"
239,"Bolgare","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,500","ITA"
240,"Bollate","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"36,530","ITA"
241,"Bolognano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,195","ITA"
242,"Bolognetta","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,174","ITA"
244,"Bolotana","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,846","ITA"
245,"Bolzano Vicentino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,964","ITA"
246,"Bomba","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"908","ITA"
247,"Bondeno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"15,401","ITA"
248,"Bondone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"668","ITA"
249,"Bonea","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,466","ITA"
250,"Bonnanaro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,036","ITA"
251,"Bono","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,679","ITA"
252,"Bonorva","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,728","ITA"
253,"Bordano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"786","ITA"
255,"Bormida delle Alpi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"426","ITA"
256,"Bormio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,084","ITA"
257,"Borore","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,200","ITA"
258,"Borutta","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"283","ITA"
259,"Bosa","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,133","ITA"
260,"Bosaro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,608","ITA"
261,"Bosia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"173","ITA"
262,"Bovegno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,280","ITA"
263,"Boves","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"9,802","ITA"
264,"Bovolone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"15,933","ITA"
265,"Bra","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"30,097","ITA"
266,"Brembate","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,439","ITA"
267,"Breme","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"879","ITA"
268,"Brenna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,120","ITA"
269,"Breno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,963","ITA"
270,"Brienza","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,107","ITA"
271,"Brolo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,846","ITA"
272,"Bruino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,520","ITA"
273,"Buccheri","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
274,"Bucciano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,093","ITA"
276,"Budoia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
277,"Bugnara","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,117","ITA"
278,"Busca","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,220","ITA"
279,"Buscate","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,746","ITA"
280,"Buscemi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
281,"Cabiate","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,526","ITA"
282,"Caccamo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,650","ITA"
283,"Cadeo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"6,226","ITA"
284,"Cadorago","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,812","ITA"
285,"Cadrezzate","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,779","ITA"
287,"Caiolo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,076","ITA"
288,"Calanna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"950","ITA"
289,"Calco","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,039","ITA"
290,"Caldarola","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,886","ITA"
291,"Calendasco","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
292,"Calenzano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"17,914","ITA"
293,"Calestano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,082","ITA"
294,"Calto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
295,"Calvenzano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,030","ITA"
296,"Camastra","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,128","ITA"
298,"Camerana","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"636","ITA"
299,"Camerota","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
300,"Camo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"200","ITA"
301,"Camogli","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,582","ITA"
302,"Campagna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"15,311","ITA"
303,"Campagnola Emilia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,600","ITA"
304,"Campegine","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,150","ITA"
305,"Campi Salentina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,820","ITA"
306,"Campli","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,522","ITA"
307,"Campomarino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,132","ITA"
309,"Campora","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
310,"Canaro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,870","ITA"
311,"Canda","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"969","ITA"
312,"Candiana","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,500","ITA"
313,"Canegrate","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"12,415","ITA"
314,"Caneva","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
315,"Canistro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,003","ITA"
316,"Canna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"853","ITA"
317,"Cannalonga","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
318,"Canossa","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,868","ITA"
320,"Capaci","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"11,035","ITA"
321,"Capestrano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"874","ITA"
322,"Capizzi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,407","ITA"
323,"Capo di Ponte","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,507","ITA"
324,"Capoliveri","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,887","ITA"
325,"Caponago","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,199","ITA"
326,"Capovalle","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"452","ITA"
327,"Cappadocia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"550","ITA"
328,"Capracotta","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,121","ITA"
329,"Caprarica","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,595","ITA"
330,"Capriva del Friuli","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,746","ITA"
331,"Carano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,106","ITA"
332,"Carbone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"702","ITA"
333,"Carbonia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"28,684","ITA"
334,"Carcare","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,630","ITA"
335,"Carceri","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,590","ITA"
336,"Cardeto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,767","ITA"
337,"Cardito","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"22,322","ITA"
338,"Carenno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,526","ITA"
339,"Cariati","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,504","ITA"
340,"Carinaro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,091","ITA"
341,"Carini","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"36,823","ITA"
342,"Carinola","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,888","ITA"
343,"Carlazzo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,020","ITA"
344,"Carmagnola","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"28,653","ITA"
345,"Carnate","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,335","ITA"
346,"Carona","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"383","ITA"
347,"Caronia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,426","ITA"
348,"Carpi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"67,298","ITA"
349,"Carro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"650","ITA"
351,"Cartura","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,673","ITA"
352,"Carzano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"516","ITA"
353,"Casacanditella","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,397","ITA"
354,"Casalino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,589","ITA"
355,"Casaluce","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,067","ITA"
356,"Casarano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"20,632","ITA"
357,"Casargo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"870","ITA"
358,"Casarile","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,572","ITA"
359,"Casarza Ligure","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"6,305","ITA"
360,"Casazza","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,478","ITA"
361,"Cascina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"43,719","ITA"
362,"Casier","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"11,230","ITA"
363,"Casina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,572","ITA"
364,"Casnigo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,453","ITA"
365,"Casoli","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,932","ITA"
366,"Casorezzo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,633","ITA"
367,"Cassaro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"780","ITA"
368,"Cassina Rizzardi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,224","ITA"
369,"Cassino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"33,153","ITA"
370,"Cassola","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"14,556","ITA"
372,"Castegnato","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,987","ITA"
373,"Castel di Iudica","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,726","ITA"
374,"Castelbaldo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,625","ITA"
375,"Castelfranco Emilia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"31,229","ITA"
376,"Castellalto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,458","ITA"
377,"Castellanza","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"14,400","ITA"
378,"Castelli","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,256","ITA"
379,"Castelmarte","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,320","ITA"
380,"Castelmassa","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
381,"Castelmauro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,661","ITA"
383,"Castelnovo Del Friuli","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
384,"Castelsardo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,881","ITA"
385,"Castino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
386,"Casto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,913","ITA"
387,"Castorano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,349","ITA"
388,"Castrezzato","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,159","ITA"
389,"Castro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,418","ITA"
390,"Castroreale","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,600","ITA"
391,"Catania","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"293,104","ITA"
392,"Cavareno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
393,"Cave","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,606","ITA"
394,"Cavedago","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"592","ITA"
395,"Cavernago","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,598","ITA"
396,"Ceccano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"23,083","ITA"
397,"Cedrasco","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"452","ITA"
398,"Celano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,881","ITA"
399,"Celico","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,046","ITA"
400,"Cento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"35,582","ITA"
401,"Cerami","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,196","ITA"
402,"Ceranesi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,965","ITA"
404,"Ceranova","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,024","ITA"
405,"Ceraso","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,500","ITA"
406,"Cercino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
407,"Cerea","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"15,600","ITA"
408,"Cerenzia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,179","ITA"
409,"Cerete","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,648","ITA"
410,"Cerrione","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,809","ITA"
411,"Certaldo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"16,107","ITA"
412,"Cervara di Roma","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"490","ITA"
413,"Cervaro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
414,"Cervasca","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,986","ITA"
415,"Cerveno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"670","ITA"
416,"Cervere","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
417,"Cervia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"28,940","ITA"
418,"Cervignano del Friuli","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"13,844","ITA"
419,"Cervino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,073","ITA"
420,"Cesa (Ce)","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
421,"Cesara","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
422,"Cesarò","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,590","ITA"
423,"Cesate","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"13,985","ITA"
424,"Cesena","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"96,011","ITA"
425,"Cessaniti","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,340","ITA"
426,"Cetona","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
427,"Cetraro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,247","ITA"
428,"Ceva","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
429,"Chiampo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"12,946","ITA"
430,"Chiarano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,731","ITA"
431,"Chiari","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"18,887","ITA"
432,"Chiauci","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"261","ITA"
433,"Chiavenna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,342","ITA"
435,"Chieri","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"36,188","ITA"
436,"Chieve","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,253","ITA"
437,"Chioggia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"50,674","ITA"
438,"Chions","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,192","ITA"
439,"Chiuduno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,974","ITA"
440,"Chiuro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,582","ITA"
441,"Chiusi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,726","ITA"
442,"Cicala","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,025","ITA"
443,"Ciminna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,822","ITA"
444,"Cimone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"727","ITA"
445,"Cinisi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"12,281","ITA"
446,"Circello","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,486","ITA"
447,"Cirimido","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,100","ITA"
448,"Codevigo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"6,515","ITA"
449,"Codigoro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"12,337","ITA"
450,"Codogné","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,316","ITA"
451,"Codogno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"15,000","ITA"
452,"Colazza","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"435","ITA"
453,"Colere","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,139","ITA"
454,"Colico","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,638","ITA"
455,"Colobraro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,378","ITA"
456,"Cologna Veneta","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,665","ITA"
457,"Cologno al Serio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,500","ITA"
458,"Cologno Monzese","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"47,794","ITA"
459,"Colonnella","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,747","ITA"
460,"Colonno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"510","ITA"
461,"Colorina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,444","ITA"
462,"Colorno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"9,200","ITA"
463,"Colosimi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,333","ITA"
464,"Comiso","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"29,076","ITA"
465,"Comitini","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"948","ITA"
466,"Comune Di Marigliano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"30,046","ITA"
467,"Concamarise","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,088","ITA"
468,"Contà","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
469,"Copertino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"24,527","ITA"
470,"Corato","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"48,101","ITA"
471,"Corbara","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,700","ITA"
472,"Corbetta","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"13,735","ITA"
473,"Corfinio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,081","ITA"
474,"Cori","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"11,126","ITA"
475,"Corinaldo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,150","ITA"
476,"Corleone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"11,200","ITA"
477,"Cormano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"20,270","ITA"
478,"Cornalba","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"300","ITA"
479,"Corsano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,693","ITA"
480,"Cortino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"709","ITA"
