"entity_id","name","entity_type","country","commitment","area","density","GDP","budget","population"
1445,"Grupo Financiero Banorte SAB de CV","Investor","Mexico","Set an internal carbon price by 2021;;Reduce CO2e emissions intensity of operations by 30% from 2009 to 2020;;Reduce CO2e emissions intensity of operations by 50% from 2013 to 2020;;Reduce operational CO2e emissions by 14% from 2013 to 2020;;Reduce operational CO2e emissions by 54% from 2013 to 2050;;Put a Price on Carbon - Business Leadership Criteria on Carbon Pricing;;2050 Pathways Platform;;Science Based Targets initiative;;Responsible Corporate Engagement in Climate Policy","","",NA,NA,""
1467,"Grupo de Inversiones Suramericana SA","Investor","Colombia","Reduce specific CO2e emissions from purchased utilities by 20% from 2017 to 2020","","",NA,NA,""
1720,"HDFC Bank Ltd","Investor","India","Reduce CO2e emissions intensity of operations by 10% from 2019 to 2022","","",NA,NA,""
1857,"HSBC Holdings plc","Investor","United Kingdom of Great Britain and Northern Ireland","USD 1.4 billion of green bonds issued in 2018;;USD 547 million of green bonds issued in 2015;;Reduce CO2e emissions from purchased utilities by 100% from 2011 to 2030;;Reduce CO2e emissions intensity of operations and upstream activities by 43% from 2011 to 2020;;Reduce operational CO2e emissions by 35% from 2011 to 2020;;2050 Pathways Platform;;Science Based Targets initiative;;RE100","","",NA,NA,""
2005,"Hammerson","Investor","United Kingdom of Great Britain and Northern Ireland","Reduce CO2e emissions intensity of operations and upstream activities by 20% from 2015 to 2020;;Reduce operational CO2e emissions by 100% from 2015 to 2020","","",NA,NA,""
2026,"Hana Financial Group","Investor","Republic of Korea","Set an internal carbon price by 2021;;Reduce operational CO2e emissions by 21% from 2015 to 2025;;Reduce operational CO2e emissions by 52.5% from 2015 to 2040","","",NA,NA,""
2059,"Hang Seng Bank","Investor","China","Reduce CO2e emissions from purchased utilities by 20% from 2015 to 2020","","",NA,NA,""
2091,"Hannon Armstrong Sustainable Infrastructure Capital, Inc","Investor","United States of America","Set an internal carbon price by 2021;;Business Ambition for 1.5 °C – Our Only Future;;Climate Ambition Alliance: Net Zero 2050;;Science Based Targets initiative;;Implement the Recommendations of the Task Force on Climate-Related Financial Disclosures","","",NA,NA,""
2102,"Hannover Rück SE","Investor","Germany","Reduce operational CO2e emissions by 100% from 2007 to 2020","","",NA,NA,""
2219,"Healthpeak Properties, Inc.","Investor","United States of America","Set an internal carbon price by 2021;;Reduce CO2e emissions intensity of specific operations by 15% from 2011 to 2020;;Reduce specific operational CO2e emissions by 15% from 2011 to 2020","","",NA,NA,""
2316,"Helvetia Group","Investor","Switzerland","Internal carbon price in use;;Reduce CO2e emissions from operations and upstream activities by 10% from 2012 to 2020;;Reduce CO2e emissions intensity of operations and upstream activities by 20% from 2012 to 2020;;RE100","","",NA,NA,""
2510,"Hitachi Capital Corporation","Investor","Japan","USD 89 million of green bonds issued in 2019 (Up to the end of the third quarter);;Set an internal carbon price by 2021;;Reduce specific operational CO2e emissions by 50% from 2016 to 2034;;Science Based Targets initiative","","",NA,NA,""
2767,"Host Hotels & Resorts, Inc.","Investor","United States of America","USD 650 million of green bonds issued in 2019 (Up to the end of the third quarter);;Internal carbon price in use;;Reduce CO2e emissions intensity of operations by 28% from 2008 to 2020;;2050 Pathways Platform;;Science Based Targets initiative","","",NA,NA,""
2916,"Huntington Bancshares Incorporated","Investor","United States of America","Internal carbon price in use;;Reduce CO2e emissions from purchased utilities by 10% from 2017 to 2022;;Reduce direct CO2e emissions by 10% from 2017 to 2022","","",NA,NA,""
2981,"Aegon","Investor","Netherlands","Climate Action 100+;;DivestInvest","","",NA,NA,""
2993,"Hyprop Investments Ltd","Investor","South Africa","Reduce CO2e emissions from purchased utilities by 31% from 2013 to 2019","","",NA,NA,""
3146,"IGM Financial Inc.","Investor","Canada","Reduce operational CO2e emissions by 40% from 2013 to 2020;;Reduce operational CO2e emissions by 50% from 2013 to 2036","","",NA,NA,""
3327,"ING Group","Investor","Netherlands","USD 1.4 billion of green bonds issued in 2015;;USD 258 million of green bonds issued in 2019 (Up to the end of the third quarter);;USD 3 billion of green bonds issued in 2018;;Set an internal carbon price by 2021;;Reduce CO2e emissions from operations and upstream and downstream activities by 50% from 2014 to 2020;;Reduce CO2e emissions from operations and upstream and downstream activities by 63% from 2014 to 2025;;Reduce CO2e emissions from operations and upstream and downstream activities by 75% from 2014 to 2040;;2050 Pathways Platform;;Science Based Targets initiative;;Statement by Financial Institutions on Energy Efficiency Finance;;RE100","","",NA,NA,""
3625,"Affiliated Managers Group","Investor","United States of America","Reduce operational CO2e emissions by 5% from 2017 to 2023","","",NA,NA,""
3636,"Indusind Bank","Investor","India","Reduce CO2e emissions intensity of operations by 30% from 2018 to 2023","","",NA,NA,""
3647,"Industrial Bank of Korea","Investor","Republic of Korea","Internal carbon price in use;;Reduce operational CO2e emissions by 29.4% from 2016 to 2030;;Reduce operational CO2e emissions by 71.4% from 2016 to 2050","","",NA,NA,""
3745,"Inmobiliaria Colonial","Investor","Spain","Set an internal carbon price by 2021;;Reduce operational CO2e emissions by 60% from 2018 to 2030","","",NA,NA,""
3800,"Insurance Australia Group","Investor","Australia","Internal carbon price in use;;Reduce operational CO2e emissions by 10% from 2015 to 2020;;Reduce operational CO2e emissions by 20% from 2018 to 2020;;Reduce operational CO2e emissions by 95% from 2018 to 2050","","",NA,NA,""
3876,"Intermediate Capital Group","Investor","United Kingdom of Great Britain and Northern Ireland","Reduce operational CO2e emissions by 80% from 2019 to 2030","","",NA,NA,""
3976,"Intesa Sanpaolo S.p.A","Investor","Italy","USD 559 million of green bonds issued in 2017;;Internal carbon price in use;;Reduce CO2e emissions from purchased goods and services by 26% from 2012 to 2022;;Reduce operational CO2e emissions by 37% from 2012 to 2022;;Reduce operational CO2e emissions by 43% from 2012 to 2037;;Reduce specific CO2e emissions from business travel by 34% from 2012 to 2022;;Reduce specific direct CO2e emissions by 27% from 2012 to 2022;;Reduce specific operational CO2e emissions by 28% from 2012 to 2022;;Reduce specific operational CO2e emissions by 41% from 2012 to 2037;;Reduce specific operational CO2e emissions by 42% from 2012 to 2022;;Reduce specific operational CO2e emissions by 50% from 2012 to 2037","","",NA,NA,""
3997,"intu Properties PLC","Investor","United Kingdom of Great Britain and Northern Ireland","Reduce CO2e emissions intensity of operations by 50% from 2010 to 2020;;EV100","","",NA,NA,""
4019,"Invesco Ltd","Investor","United States of America","Set an internal carbon price by 2021;;Reduce CO2e emissions intensity of operations by 3% from 2016 to 2020","","",NA,NA,""
4040,"Investec Limited","Investor","South Africa","Set an internal carbon price by 2021;;Reduce specific direct CO2e emissions by 10% from 2014 to 2020;;Reduce specific operational CO2e emissions by 34% from 2008 to 2020","","",NA,NA,""
4179,"Itausa Investimentos Itau S.A.","Investor","Brazil","Internal carbon price in use;;Reduce CO2e emissions from purchased utilities by 6% from 2018 to 2021;;Reduce CO2e emissions intensity of direct emissions by 28% from 2018 to 2021;;Reduce CO2e emissions intensity of direct emissions by 50% from 2012 to 2025;;Reduce CO2e emissions intensity of direct emissions from ceramics business by 10% from 2012 to 2025;;Reduce CO2e emissions intensity of direct emissions from metals business by 10% from 2012 to 2025;;Reduce CO2e emissions intensity of purchased utilities by 29% from 2018 to 2021;;Reduce direct CO2e emissions by 25% from 2012 to 2025;;Reduce direct CO2e emissions by 4% from 2018 to 2021","","",NA,NA,""
4190,"Itaú Unibanco Holding S.A.","Investor","Brazil","Internal carbon price in use;;Reduce CO2e emissions from purchased utilities by 6% from 2018 to 2021;;Reduce CO2e emissions intensity of direct emissions by 28% from 2018 to 2021;;Reduce CO2e emissions intensity of purchased utilities by 29% from 2018 to 2021;;Reduce direct CO2e emissions by 4% from 2018 to 2021","","",NA,NA,""
4531,"JPMorgan Chase & Co.","Investor","United States of America","Set an internal carbon price by 2021;;Reduce operational CO2e emissions by 50% from 2005 to 2020;;RE100","","",NA,NA,""
4661,"Janus Henderson Group PLC","Investor","United Kingdom of Great Britain and Northern Ireland","Reduce CO2e emissions intensity of operations and upstream activities by 15% from 2018 to 2021","","",NA,NA,""
4715,"Japan Post Holdings","Investor","Japan","Reduce operational CO2e emissions by 16% from 2016 to 2030","","",NA,NA,""
4726,"Japan Retail Fund Investment","Investor","Japan","USD 65 million of green bonds issued in 2019 (Up to the end of the third quarter);;USD 73 million of green bonds issued in 2018;;Set an internal carbon price by 2021;;Reduce operational CO2e emissions by 5% from 2015 to 2020","","",NA,NA,""
4906,"Just Group","Investor","United Kingdom of Great Britain and Northern Ireland","Reduce CO2e emissions from operations and upstream activities by 5% from 2017 to 2020","","",NA,NA,""
4995,"Ameriabank","Investor","Armenia","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
4996,"Hsbc Bank Armenia","Investor","Armenia","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
4997,"Sef International Universal Credit Organization","Investor","Armenia","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
4999,"Abracadabra Retirement Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5001,"Alleycat Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5002,"Amanda'S Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5003,"Anderson Peters Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5008,"Anglican National Super","Investor","Australia","DivestInvest","","",NA,NA,""
5009,"Arian Super Fund No 2","Investor","Australia","DivestInvest","","",NA,NA,""
5011,"Armstrong Family Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5016,"Australian Ethical Investment","Investor","Australia","2050 Pathways Platform;;Climate Action 100+;;Montreal Carbon Pledge;;Portfolio Decarbonization Coalition;;Business Ambition for 1.5 °C – Our Only Future;;Climate Ambition Alliance: Net Zero 2050;;Science Based Targets initiative;;DivestInvest","","",NA,NA,""
5020,"Australian Vision Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5021,"Australiansuper","Investor","Australia","Climate Action 100+;;DivestInvest","","",NA,NA,""
5022,"B & G Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5026,"KB Financial Group","Investor","Republic of Korea","Internal carbon price in use;;Reduce operational CO2e emissions by 10% from 2015 to 2025;;Reduce operational CO2e emissions by 36% from 2015 to 2036","","",NA,NA,""
5027,"Bank Australia","Investor","Australia","Put a Price on Carbon - Business Leadership Criteria on Carbon Pricing;;2050 Pathways Platform;;Reduce Short-Lived Climate Pollutant Emissions;;Science Based Targets initiative;;Responsible Corporate Engagement in Climate Policy;;RE100;;Remove Commodity-driven Deforestation","","",NA,NA,""
5028,"Banks Slipper Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5030,"Barnett Super Wealthy Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5031,"Barry Family Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5034,"Bendigo And Adelaide Bank Limited","Investor","Australia","DivestInvest","","",NA,NA,""
5035,"Berygan Pty Ltd  ","Investor","Australia","DivestInvest","","",NA,NA,""
5037,"KBC Group","Investor","Belgium","USD 582 million of green bonds issued in 2018;;Set an internal carbon price by 2021;;Reduce CO2e emissions intensity of specific operations and upstream activities by 25% from 2015 to 2020;;Reduce CO2e emissions intensity of specific operations and upstream activities by 50% from 2015 to 2030;;Reduce CO2e emissions intensity of specific operations and upstream activities by 62.5% from 2015 to 2040;;Reduce specific CO2e emissions from operations and downstream activities by 25% from 2015 to 2020;;Reduce specific CO2e emissions from operations and upstream activities by 50% from 2015 to 2030;;Reduce specific CO2e emissions from operations and upstream activities by 62.5% from 2015 to 2040","","",NA,NA,""
5038,"Black Betty Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5039,"Bonakini Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5040,"Bondage Super","Investor","Australia","DivestInvest","","",NA,NA,""
5041,"Bonnie Mulholland Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5042,"Booth Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5043,"Bradbury Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5044,"Brinstones Super","Investor","Australia","DivestInvest","","",NA,NA,""
5046,"Bt Financial Group","Investor","Australia","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5047,"Caroline Lurie Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5048,"Catholic Super","Investor","Australia","Montreal Carbon Pledge","","",NA,NA,""
5050,"Cecily Dignan Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5051,"Christine Guinand Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5052,"Claudia Graham Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5056,"Dan Mathews Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5057,"Darwin Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5059,"Davara Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5060,"Decco Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5061,"Ditton'S Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5062,"Dobra Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5064,"Douglas Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5065,"Earth Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5070,"Eileen And Terry Lustig Family Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5071,"El Jayar Enterprises Pty Ltd Employees Provident Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5073,"Etherington Family Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5074,"First State Super","Investor","Australia","Climate Action 100+;;DivestInvest","","",NA,NA,""
5075,"Flame Tree Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5076,"Flou Flou Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5079,"Freya Hadley Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5080,"Future Super","Investor","Australia","Climate Ambition Alliance: Net Zero 2050;;DivestInvest","","",NA,NA,""
5081,"Gibson And Mcgregor Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5083,"Glow Worm Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5084,"Good Vibrations Super","Investor","Australia","DivestInvest","","",NA,NA,""
5085,"Goolengook Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5088,"Gro Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5089,"Gross And Watts Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5090,"H Green Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5091,"Halcyon Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5092,"Hanley Merchant Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5093,"Hardys Bay Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5094,"Haydon Family Super Fun","Investor","Australia","DivestInvest","","",NA,NA,""
5095,"Hesta Super Fund","Investor","Australia","Climate Action 100+;;Montreal Carbon Pledge;;DivestInvest","","",NA,NA,""
5096,"Hg Burkitt Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5097,"Howqua River Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5098,"Hromas Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5099,"Hunter Hall Investment Management","Investor","Australia","DivestInvest","","",NA,NA,""
5102,"Jacobs Robinson Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5103,"Jalana Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5104,"Janet Mayer Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5105,"Jay'N'Ess Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5106,"Jennie Di Blasi Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5107,"Just Money Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5108,"Kadungle Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5109,"Kaldor Family Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5111,"Kerr Ratcliffe Super","Investor","Australia","DivestInvest","","",NA,NA,""
5112,"Kollantai Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5113,"Koorool Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5114,"Kuhn'S Gold Super","Investor","Australia","DivestInvest","","",NA,NA,""
5119,"Local Government Super","Investor","Australia","Climate Action 100+;;Montreal Carbon Pledge;;Portfolio Decarbonization Coalition;;EP100;;DivestInvest","","",NA,NA,""
5120,"M & N West Pension Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5124,"Make It So Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5125,"Malbird Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5126,"Maree Kordonsky Super","Investor","Australia","DivestInvest","","",NA,NA,""
5127,"Margaret Jennings Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5130,"Mccrea Family Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5134,"Mckinnon Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5135,"Medibank","Investor","Australia","DivestInvest","","",NA,NA,""
5137,"Millamac Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5138,"Moomintroll Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5141,"Mundi Farm Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5142,"Nardoo Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5145,"Neranie Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5146,"Nevada Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5147,"Oros Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5149,"Pegranka Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5150,"Perpetual Ocean Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5151,"Plato Investment Management Limited","Investor","Australia","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5158,"Ros Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5160,"Ross Knowles Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5162,"Rusbourne Private Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5163,"Sarah Stegley Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5164,"Sarieka Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5165,"Scousemouse Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5167,"Shevek Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5169,"Silvergum Grove Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5171,"Solaris Investment Management","Investor","Australia","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5175,"Sujay Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5176,"Sunshine Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5177,"Super Three Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5178,"Susie Edwards Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5184,"Taikura Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5185,"Teachers Mutual Bank","Investor","Australia","2050 Pathways Platform;;Science Based Targets initiative","","",NA,NA,""
5186,"The H&S Kilgour Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5187,"The Janet Goss Superfund","Investor","Australia","DivestInvest","","",NA,NA,""
5188,"The Tin Dog Super","Investor","Australia","DivestInvest","","",NA,NA,""
5189,"Trudili Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5190,"Tweeps Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5191,"Two Dogs Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5192,"Twopeas Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5193,"Uca Funds Management","Investor","Australia","Montreal Carbon Pledge","","",NA,NA,""
5194,"Unfolding Futures Pty Ltd Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5196,"Unisuper","Investor","Australia","Climate Action 100+;;DivestInvest","","",NA,NA,""
5201,"Utopia Superannuation Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5202,"Vicsuper","Investor","Australia","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5205,"Wahcumba Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5206,"KLP","Investor","Norway","Reduce CO2e emissions from operations and upstream activities by 25% from 2010 to 2020;;Reduce CO2e emissions from operations and upstream activities by 50% from 2010 to 2030;;Reduce CO2e emissions from operations and upstream activities by 78% from 2010 to 2050;;2050 Pathways Platform;;Portfolio Decarbonization Coalition;;Business Ambition for 1.5 °C – Our Only Future;;Climate Ambition Alliance: Net Zero 2050;;Science Based Targets initiative;;DivestInvest","","",NA,NA,""
5208,"Wattle Blossum Super Fund","Investor","Australia","DivestInvest","","",NA,NA,""
5212,"Wombat Super","Investor","Australia","DivestInvest","","",NA,NA,""
5216,"Erste Asset Management","Investor","Austria","Climate Action 100+;;Montreal Carbon Pledge;;DivestInvest","","",NA,NA,""
5222,"Uniqa Insurance","Investor","Austria","DivestInvest","","",NA,NA,""
5224,"Turanbank","Investor","Azerbaijan","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5225,"Unibank","Investor","Azerbaijan","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5226,"Brac Bank Limited","Investor","Bangladesh","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5229,"Idlc Finance Limited","Investor","Bangladesh","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5230,"Belvnesheconombank","Investor","Belarus","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5231,"Minsk Transit Bank","Investor","Belarus","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5235,"Belgazprombank","Investor","Belgium","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5246,"Postbank—Eurobank","Investor","Belgium","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5258,"Raiffeisen Bank Bosnia And Herzegovina","Investor","Bosnia and Herzegovina","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5259,"Unicredit Bank Mostar","Investor","Bosnia and Herzegovina","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5276,"Unicredit Bulbank","Investor","Bulgaria","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5277,"United Bulgarian Bank","Investor","Bulgaria","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5279,"Addenda Capital Inc.","Investor","Canada","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5293,"Corporate Knights","Investor","Canada","Montreal Carbon Pledge","","",NA,NA,""
5299,"Fonds De Solidarité Ftq","Investor","Canada","DivestInvest","","",NA,NA,""
5300,"Genus Capital Management","Investor","Canada","Montreal Carbon Pledge","","",NA,NA,""
5343,"Arisaig Partners","Investor","China","Montreal Carbon Pledge","","",NA,NA,""
5353,"Huaxia Bank","Investor","China","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5357,"Rs Group","Investor","China","DivestInvest","","",NA,NA,""
5362,"Bancompartir","Investor","Colombia","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5365,"Findeter","Investor","Colombia","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5368,"Halkbank Skopje","Investor","Croatia","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5369,"Nlb Tutunska Banka Skopje","Investor","Croatia","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5370,"Zagrebacka Banka","Investor","Croatia","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5375,"Basisbank","Investor","Denmark","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5384,"Handelsbanken Asset Management","Investor","Denmark","Montreal Carbon Pledge","","",NA,NA,""
5387,"MP Pension","Investor","Denmark","Science Based Targets initiative;;DivestInvest","","",NA,NA,""
5389,"Nordea Asset Management","Investor","Denmark","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5390,"Pfa Pension","Investor","Denmark","Climate Action 100+;;DivestInvest","","",NA,NA,""
5391,"Pka Pension","Investor","Denmark","Climate Action 100+;;DivestInvest","","",NA,NA,""
5392,"Sparinvest Sa","Investor","Denmark","Climate Action 100+;;Montreal Carbon Pledge","","",NA,NA,""
5398,"Mutualista Pichincha","Investor","Ecuador","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
5400,"National Bank Of Egypt","Investor","Egypt","Statement by Financial Institutions on Energy Efficiency Finance","","",NA,NA,""
