name,entity_type
Asabe Shehu Yar’adua Foundation,Non-governmental organizations
"Asheville-Buncombe Sustainable Community Initiatives, Inc.",Non-governmental organizations
Ashoka Trust for Research in Ecology and the Environment,Non-governmental organizations
Asia Indigenous Peoples Pact Foundation,Non-governmental organizations
Asia Society,Non-governmental organizations
Asia-Europe Foundation,Non-governmental organizations
Asian Pacific Resource and Research Centre for Women,Non-governmental organizations
Asociación AK Tenamit,Non-governmental organizations
Asociación Ambiente y Sociedad,Non-governmental organizations
Asociación Civil Oikos,Non-governmental organizations
Asociación Civil Sustentar para el Desarrollo Sostenible,Non-governmental organizations
Asociación Cluster de Industrias de Medio Ambiente de Euskadi,Non-governmental organizations
Asociación Coordinadora Latinoamericana y del Caribe de Pequeños Productores de Comercio Justo,Non-governmental organizations
Asociación de Comunidades Forestales de Petén,Non-governmental organizations
Asociación de Empresas de Energía Eléctrica,Non-governmental organizations
Asociación Española del Gas,Non-governmental organizations
Asociación Española para la Economía Energética,Non-governmental organizations
Asociación Interamericana para la Defensa del Ambiente,Non-governmental organizations
Asociación Interétnica de Desarrollo de la Selva Peruana,Non-governmental organizations
Asociación La Ruta del Clima,Non-governmental organizations
Asociación Nacional de Empresas de Servicios Energéticos,Non-governmental organizations
Asociacion para la Naturaleza y Desarrollo Sostenible,Non-governmental organizations
Asociación Proteger,Non-governmental organizations
Asociación Regional de Empresas de Petróleo y Gas Natural en Latinoamérica y el Caribe,Non-governmental organizations
Assemblée des Régions d’Europe,Non-governmental organizations
Assembly of First Nations,Non-governmental organizations
Association Actions Vitales Pour Le Développement Durable,Non-governmental organizations
Association Climate-KIC,Non-governmental organizations
Association de la Jeunesse Congolaise pour le Développement,Non-governmental organizations
Association Des 3 Hérissons,Non-governmental organizations
Association des Clubs des Amis de la Nature du Cameroun,Non-governmental organizations
Association des Enseignants des Sciences de la Vie et de la Terre,Non-governmental organizations
Association des Femmes Peules et Peuples Autochtones du Tchad,Non-governmental organizations
Association des Jeunes pour le Développement du Ouaddai,Non-governmental organizations
Association des Scientifiques Environnementalistes pour un Développement Intégré,Non-governmental organizations
Association du Gharb pour la Protection de l’Environnement,Non-governmental organizations
Association Femmes Bladi pour le Développement et le Tourisme,Non-governmental organizations
Association for Sustainable Development Milieukontakt Macedonia,Non-governmental organizations
Association Française des Entreprises pour l’Environnement,Non-governmental organizations
Association Internationale des Maires et Responsables des Capitales et Metropoles Partiellement ou Entièrement Francophones,Non-governmental organizations
Association Jeunesse Verte du Cameroun,Non-governmental organizations
Association Marocaine pour la Protection des Aires Marines et Développement Durable,Non-governmental organizations
Association of American Geographers,Non-governmental organizations
Association of Consulting Engineers,Non-governmental organizations
Association of Energy Engineers,Non-governmental organizations
Association pour l’Innovation et la Recherche au Service du Climat,Non-governmental organizations
Association Québécoise de Lutte contre la Pollution Atmosphérique,Non-governmental organizations
Atelier21,Non-governmental organizations
Ateneo de Manila University,Non-governmental organizations
Atlantic Council,Non-governmental organizations
Australian Climate Coolers Limited - 1 Million Women,Non-governmental organizations
Australian Conservation Foundation,Non-governmental organizations
Australian Council for Educational Research,Non-governmental organizations
Australian Rainforest Conservation Society Inc.,Non-governmental organizations
Australian Youth Climate Coalition,Non-governmental organizations
Avaaz Foundation,Non-governmental organizations
Avenir Climatique,Non-governmental organizations
Babatunde Development and Empowerment Initiative,Non-governmental organizations
Bahu Trust,Non-governmental organizations
Baltic and International Maritime Council,Non-governmental organizations
Ban Ki -moon Centre for Global Citizens,Non-governmental organizations
Bangladesh Centre for Advanced Studies,Non-governmental organizations
Bangladesh Environmental Lawyers Association,Non-governmental organizations
Bangladesh Resource Centre for Indigenous Knowledge,Non-governmental organizations
Bangor University,Non-governmental organizations
BankTrack,Non-governmental organizations
Basel Agency for Sustainable Energy,Non-governmental organizations
Basque Centre for Climate Change,Non-governmental organizations
Bay Area Council Foundation,Non-governmental organizations
BBC Media Action,Non-governmental organizations
Bellona Foundation,Non-governmental organizations
Belville Community,Non-governmental organizations
Garden Trust,Non-governmental organizations
BHP Billiton SaskPower Carbon Capture and Storage (CCS) Knowledge Centre Inc. doing business as International CCS Knowledge Centre,Non-governmental organizations
Biovision - Foundation for Ecological Development,Non-governmental organizations
BirdLife International,Non-governmental organizations
Bloomberg Philanthropies,Non-governmental organizations
Blue Marine Foundation,Non-governmental organizations
Blue Ventures,Non-governmental organizations
Bonsucro Limited,Non-governmental organizations
Boston College,Non-governmental organizations
Boston University,Non-governmental organizations
Both ENDS Foundation,Non-governmental organizations
Boticário Group Foundation for Nature Protection,Non-governmental organizations
Bournemouth University,Non-governmental organizations
BRAC,Non-governmental organizations
Brahma Kumaris World Spiritual University,Non-governmental organizations
Brazilian Biodiversity Fund,Non-governmental organizations
Brazilian Business Council for Sustainable Development,Non-governmental organizations
Brazilian Confederation of Agriculture and Livestock,Non-governmental organizations
Brazilian National Confederation of Industry,Non-governmental organizations
Brazilian Tree Industry,Non-governmental organizations
Bread for the World,Non-governmental organizations
Bright Blue,Non-governmental organizations
"Brighter Green, Inc.",Non-governmental organizations
British Beauty Council,Non-governmental organizations
British Columbia Council for International Cooperation,Non-governmental organizations
British Institute of International and Comparative Law,Non-governmental organizations
British Lung Foundation,Non-governmental organizations
British Society of Soil Science,Non-governmental organizations
British Standards Institution,Non-governmental organizations
Brown University - Watson Institute,Non-governmental organizations
Buddhist Tzu Chi Foundation,Non-governmental organizations
Business and Industry Advisory Committee to the OECD,Non-governmental organizations
Business Council for Sustainable Energy,Non-governmental organizations
Business for Social Responsibility,Non-governmental organizations
Business Unity South Africa,Non-governmental organizations
BusinessEurope,Non-governmental organizations
Busworld Foundation,Non-governmental organizations
C Team,Non-governmental organizations
C40 Cities Climate,Non-governmental organizations
Leadership Group,Non-governmental organizations
"Ca’ Foscari University, Venice",Non-governmental organizations
"Cámara Oficial de Comercio, Industria, Servicios y Navegación de España",Non-governmental organizations
CambiaMO s.coop.mad.,Non-governmental organizations
CAMFED,Non-governmental organizations
Campaign for a Hydrogen Economy,Non-governmental organizations
Canadian Association of Petroleum Producers,Non-governmental organizations
Canadian Electricity Association,Non-governmental organizations
Canadian Federation of Agriculture,Non-governmental organizations
Canadian Foodgrains Bank Association Inc.,Non-governmental organizations
Canadian Hydrogen and Fuel Cell Association,Non-governmental organizations
Canadian Nuclear Association,Non-governmental organizations
Canterbury Climate Action Partnership,Non-governmental organizations
Carbon Capture and Storage Association,Non-governmental organizations
Carbon Emission (Greenhouse Gas) Reduction and Control Association,Non-governmental organizations
Carbon Market Institute Limited,Non-governmental organizations
Carbon Market Watch,Non-governmental organizations
Carbon Tracker Initiative Limited,Non-governmental organizations
CarbonCare InnoLab Limited,Non-governmental organizations
Carbonfund.org,Non-governmental organizations
"Foundation, Inc.",Non-governmental organizations
Cardiff University,Non-governmental organizations
"Care About Climate, Inc",Non-governmental organizations
CARE International,Non-governmental organizations
"Care of Creation, Inc.",Non-governmental organizations
Caritas Internationalis,Non-governmental organizations
Carnegie Council for Ethics in International Affairs Inc.,Non-governmental organizations
Carnegie Endowment for International Peace,Non-governmental organizations
Carnegie Mellon University,Non-governmental organizations
Carre Geo & Environnement,Non-governmental organizations
Catholic Rural Youth Movement Germany e.V.,Non-governmental organizations
Catholic Youth Network for Environmental Sustainability in Africa,Non-governmental organizations
CBM UK,Non-governmental organizations
CDP Worldwide,Non-governmental organizations
CECODHAS - European Liaison Committee for Social Housing,Non-governmental organizations
CEE Bankwatch Network,Non-governmental organizations
Center for American Progress,Non-governmental organizations
Center for Biological Diversity,Non-governmental organizations
Center for Carbon Removal,Non-governmental organizations
Center for Clean Air Policy,Non-governmental organizations
Center for Climate and Energy Solutions,Non-governmental organizations
"Center for Energy, Environment, and Development",Non-governmental organizations
Center for Environmental Concerns,Non-governmental organizations
"Center for Environmental Information, Inc.",Non-governmental organizations
Center for Indigenous Peoples’ Research and Development,Non-governmental organizations
Center for International Climate and Environmental Research,Non-governmental organizations
Center for International Environmental Law,Non-governmental organizations
Center for Management and Strategic Studies,Non-governmental organizations
Center for Natural Resource Studies,Non-governmental organizations
Center for Participatory Research and Development,Non-governmental organizations
Center for Policy Research,Non-governmental organizations
Center for Support of Indigenous Peoples of the North,Non-governmental organizations
Center for Sustainable Rural Development,Non-governmental organizations
Center for Territorial Intelligence,Non-governmental organizations
Center for United Nations Constitutional Research,Non-governmental organizations
Center of Life Institute,Non-governmental organizations
CentraleSupélec,Non-governmental organizations
Centre for 21st Century Issues,Non-governmental organizations
Centre for Alternative Technology,Non-governmental organizations
Centre for Climate Change and Environmental Studies,Non-governmental organizations
Centre for Community Economics and Development Consultants Society,Non-governmental organizations
Centre for Environmental Justice,Non-governmental organizations
Centre for European Policy Studies,Non-governmental organizations
Centre for Human Ecology,Non-governmental organizations
Centre for Human Rights and Climate Change Research,Non-governmental organizations
Centre for International Sustainable Development Law,Non-governmental organizations
Centre for Multilateral Negotiations,Non-governmental organizations
"Centre for Social Justice, Limited by Guarantee",Non-governmental organizations
Centre Hélios,Non-governmental organizations
Centre International de droit Comparé de l’Environnement,Non-governmental organizations
Centre International de Recherche sur l’Environnement et le Développement,Non-governmental organizations
Centre National de la Recherche Scientifique,Non-governmental organizations
Centro Alexander von Humboldt,Non-governmental organizations
Centro de Planificación y Estudio Social,Non-governmental organizations
Centro de Transporte Sustentable de México Asociacion Civil,Non-governmental organizations
Centro Internacional de Agricultura Tropical,Non-governmental organizations
Centro Mexicano de Derecho Ambiental,Non-governmental organizations
"Ceres, Inc.",Non-governmental organizations
CHAdeMO Association,Non-governmental organizations
Change For Planet,Non-governmental organizations
Chartered Institution of Water and Environmental Management,Non-governmental organizations
Chatham House,Non-governmental organizations
Child Rights International Network (CRIN),Non-governmental organizations
Children and Youth International,Non-governmental organizations
Children’s Investment Fund Foundation,Non-governmental organizations
China Association for NGO Cooperation,Non-governmental organizations
China Biodiversity Conservation and Green Development Foundation,Non-governmental organizations
China Chain Store & Franchise Association,Non-governmental organizations
China Dialogue Trust,Non-governmental organizations
China Green Carbon Foundation,Non-governmental organizations
China New Energy Chamber of Commerce,Non-governmental organizations
Chinese Renewable Energy Industry Association,Non-governmental organizations
CHIRAPAQ - Centro de Culturas Indígenas del Perú,Non-governmental organizations
Christian Aid,Non-governmental organizations
Christian Commission for Development in Bangladesh,Non-governmental organizations
Christian Reformed Church in North America,Non-governmental organizations
Church of Sweden,Non-governmental organizations
Circle of Sustainable Europe,Non-governmental organizations
Citizen Zoo,Non-governmental organizations
Citizens Alliance for Saving the Atmosphere and the Earth,Non-governmental organizations
Citizens’ Climate Education Corp.,Non-governmental organizations
Civic Exchange,Non-governmental organizations
Civicus World Alliance for Citizen Participation,Non-governmental organizations
Civil Society Coalition for Climate Change,Non-governmental organizations
"Clean Air Initiative for Asian Cities Center, Inc.",Non-governmental organizations
Clean Air Task Force,Non-governmental organizations
Clean Energy and Safe Environment Initiative,Non-governmental organizations
Clean Energy Nepal,Non-governmental organizations
Clearpath Leadership Awareness Network,Non-governmental organizations
ClientEarth,Non-governmental organizations
ClimaInfo Institute,Non-governmental organizations
Climate Action Network - Europe,Non-governmental organizations
Climate Action Network - Latin America,Non-governmental organizations
Climate Action Network Australia,Non-governmental organizations
Climate Action Network Canada,Non-governmental organizations
Climate Action Network International,Non-governmental organizations
Climate Action Network South-East Asia,Non-governmental organizations
Climate Action Reserve,Non-governmental organizations
Climate Advisers Trust,Non-governmental organizations
Climate Aid Initiative,Non-governmental organizations
Climate Alliance (Klima-Bündnis),Non-governmental organizations
Climate Alliance Austria,Non-governmental organizations
Climate Alliance Italy,Non-governmental organizations
Climate Analytics GmbH,Non-governmental organizations
Climate and Health Alliance Inc.,Non-governmental organizations
Climate and Health Limited,Non-governmental organizations
Climate and Sustainable Development Network of Nigeria,Non-governmental organizations
Climate Bonds Initiative,Non-governmental organizations
"Climate Central, Inc.",Non-governmental organizations
Climate Chain Coalition,Non-governmental organizations
Climate Chance Association,Non-governmental organizations
Climate Change Center,Non-governmental organizations
Climate Change Centre Austria,Non-governmental organizations
Climate Change Coordination Centre,Non-governmental organizations
Climate Change Forum,Non-governmental organizations
Climate Consortium Denmark,Non-governmental organizations
Climate Equity Reference Project Canada,Non-governmental organizations
Climate Generation: A Will Steger Legacy,Non-governmental organizations
Climate Institute,Non-governmental organizations
Climate Justice Program,Non-governmental organizations
Climate Leadership Coalition,Non-governmental organizations
"Climate Leadership Council, Inc.",Non-governmental organizations
Climate Markets and Investment Association Limited,Non-governmental organizations
Climate Outreach Information Network,Non-governmental organizations
Climate Parliament,Non-governmental organizations
Climate Policy Center,Non-governmental organizations
"Climate Policy Initiative, Inc",Non-governmental organizations
Climate Strategies,Non-governmental organizations
Climate Tracker Incorporated,Non-governmental organizations
Climate Ventures,Non-governmental organizations
ClimateNet,Non-governmental organizations
Climatepolicy.net e.V.,Non-governmental organizations
CliMates,Non-governmental organizations
ClimateWorks Foundation,Non-governmental organizations
Coalition for Green Capital,Non-governmental organizations
Coastal Association for Social Transformation Trust,Non-governmental organizations
Coastal Development Partnership,Non-governmental organizations
Coeur de Forêt,Non-governmental organizations
"Cohort for Research on Environment, Urban Management and Human Settlement",Non-governmental organizations
Colectivo Agrario Abya Yala,Non-governmental organizations
Colegio de Abogados Especialistas en Derecho Ambiental de Colombia,Non-governmental organizations
Collaborative Mobility UK,Non-governmental organizations
College of Saint Benedict,Non-governmental organizations
College of the Atlantic,Non-governmental organizations
Colorado College,Non-governmental organizations
Colorado State University,Non-governmental organizations
Columbia University,Non-governmental organizations
Comité 21 / Club France Développement Durable,Non-governmental organizations
Comité Catholique contre la Faim et pour le Développement – Terre solidaire,Non-governmental organizations
Comité pour le développement durable en santé,Non-governmental organizations
Committee for a Constructive Tomorrow,Non-governmental organizations
